;;preco;qtidade
PERNAMBUCO;February 2011;8,0;16,6
PERNAMBUCO;March 2011;5,0;17,4
PERNAMBUCO;April 2011;5,0;17,5
PERNAMBUCO;May 2011;6,0;17,4
PERNAMBUCO;June 2011;10,0;16,5
PERNAMBUCO;July 2011;10,0;16,4
PERNAMBUCO;August 2011;9,0;16,7
PERNAMBUCO;September 2011;7,0;16,9
PERNAMBUCO;October 2011;7,0;17,0
PERNAMBUCO;November 2011;6,0;17,3
PERNAMBUCO;December 2011;5,0;17,3
PERNAMBUCO;January 2012;9,0;16,7
PERNAMBUCO;February 2012;10,0;16,6
PERNAMBUCO;March 2012;10,0;16,4
PERNAMBUCO;April 2012;6,0;17,2
PERNAMBUCO;May 2012;9,0;16,6
PERNAMBUCO;June 2012;8,0;16,8
PERNAMBUCO;July 2012;9,0;16,6
PERNAMBUCO;August 2012;8,0;16,9
PERNAMBUCO;September 2012;7,0;16,8
PERNAMBUCO;October 2012;8,0;16,7
PERNAMBUCO;November 2012;7,0;17,1
PERNAMBUCO;December 2012;7,0;16,9
PERNAMBUCO;January 2013;9,0;16,5
PERNAMBUCO;February 2013;6,0;17,1
PERNAMBUCO;March 2013;9,0;16,6
PERNAMBUCO;April 2013;10,0;16,4
PERNAMBUCO;May 2013;5,0;17,4
PERNAMBUCO;June 2013;9,0;16,4
PERNAMBUCO;July 2013;5,0;17,5
PERNAMBUCO;August 2013;6,0;17,2
PERNAMBUCO;September 2013;10,0;16,3
PERNAMBUCO;October 2013;10,0;16,4
PERNAMBUCO;November 2013;6,0;17,2
PERNAMBUCO;December 2013;9,0;16,4
PERNAMBUCO;January 2014;8,0;16,7
PERNAMBUCO;February 2014;8,0;16,9
PERNAMBUCO;March 2014;7,0;16,8
PERNAMBUCO;April 2014;7,0;16,9
PERNAMBUCO;May 2014;8,0;16,6
PERNAMBUCO;June 2014;5,0;17,5
PERNAMBUCO;July 2014;8,0;16,9
PERNAMBUCO;August 2014;9,0;16,5
PERNAMBUCO;September 2014;6,0;17,1
PERNAMBUCO;October 2014;9,0;16,4
PERNAMBUCO;November 2014;7,0;16,9
PERNAMBUCO;December 2014;9,0;16,7
PERNAMBUCO;January 2015;5,0;17,4
PERNAMBUCO;February 2015;8,0;16,7
PERNAMBUCO;March 2015;5,0;17,4
PERNAMBUCO;April 2015;8,0;16,9
PERNAMBUCO;May 2015;6,0;17,1
PERNAMBUCO;June 2015;5,0;17,6
PERNAMBUCO;July 2015;10,0;16,4
PERNAMBUCO;August 2015;5,0;17,6
PERNAMBUCO;September 2015;8,0;16,6
PERNAMBUCO;October 2015;8,0;16,7
PERNAMBUCO;November 2015;9,0;16,6
PERNAMBUCO;December 2015;9,0;16,6
PERNAMBUCO;January 2016;7,0;16,9
PERNAMBUCO;February 2016;6,0;17,0
PERNAMBUCO;March 2016;10,0;16,6
PERNAMBUCO;April 2016;7,0;17,0
PERNAMBUCO;May 2016;5,0;17,3
PERNAMBUCO;June 2016;6,0;17,0
PERNAMBUCO;July 2016;8,0;16,8
PERNAMBUCO;August 2016;8,0;16,9
PERNAMBUCO;September 2016;5,0;17,5
PERNAMBUCO;October 2016;6,0;17,2
PERNAMBUCO;November 2016;9,0;16,6
PERNAMBUCO;December 2016;10,0;16,5
PERNAMBUCO;January 2017;5,0;17,6
PERNAMBUCO;February 2017;10,0;16,4
PERNAMBUCO;March 2017;8,0;16,7
PERNAMBUCO;April 2017;6,0;17,1
PERNAMBUCO;May 2017;6,0;17,2
PERNAMBUCO;June 2017;9,0;16,8
PERNAMBUCO;July 2017;9,0;16,6
PERNAMBUCO;August 2017;8,0;16,9
PERNAMBUCO;September 2017;8,0;16,7
PERNAMBUCO;October 2017;10,0;16,6
PERNAMBUCO;November 2017;8,0;16,9
PERNAMBUCO;December 2017;10,0;16,4
PERNAMBUCO;January 2018;5,0;17,5
PERNAMBUCO;February 2018;5,0;17,5
PERNAMBUCO;March 2018;10,0;16,3
PERNAMBUCO;April 2018;6,0;17,1
PERNAMBUCO;May 2018;10,0;16,4
PERNAMBUCO;June 2018;8,0;16,9
PERNAMBUCO;July 2018;7,0;17,1
PERNAMBUCO;August 2018;6,0;17,2
PERNAMBUCO;September 2018;5,0;17,6
PERNAMBUCO;October 2018;5,0;17,4
PERNAMBUCO;November 2018;6,0;17,2
PERNAMBUCO;December 2018;8,0;16,8
PERNAMBUCO;January 2019;5,0;17,5
PERNAMBUCO;February 2019;5,0;17,6
PERNAMBUCO;March 2019;7,0;16,9
PERNAMBUCO;April 2019;10,0;16,5
PERNAMBUCO;May 2019;8,0;16,7
PERNAMBUCO;June 2019;10,0;16,4
PERNAMBUCO;July 2019;5,0;17,5
PERNAMBUCO;August 2019;5,0;17,5
PERNAMBUCO;September 2019;5,0;17,6
PERNAMBUCO;October 2019;10,0;16,4
PERNAMBUCO;November 2019;5,0;17,6
PIAUÍ;December 2009;7,0;17,0
PIAUÍ;January 2010;5,0;17,6
PIAUÍ;February 2010;9,0;16,5
PIAUÍ;March 2010;6,0;17,3
PIAUÍ;April 2010;8,0;16,8
PIAUÍ;May 2010;9,0;16,7
PIAUÍ;June 2010;7,0;17,0
PIAUÍ;July 2010;5,0;17,3
PIAUÍ;August 2010;6,0;17,2
PIAUÍ;September 2010;5,0;17,4
PIAUÍ;October 2010;7,0;16,8
PIAUÍ;November 2010;6,0;17,3
PIAUÍ;December 2010;8,0;16,9
PIAUÍ;January 2011;7,0;17,1
PIAUÍ;February 2011;8,0;16,9
PIAUÍ;March 2011;8,0;16,7
PIAUÍ;April 2011;9,0;16,7
PIAUÍ;May 2011;9,0;16,7
PIAUÍ;June 2011;6,0;17,1
PIAUÍ;July 2011;9,0;16,6
PIAUÍ;August 2011;8,0;16,6
PIAUÍ;September 2011;5,0;17,4
PIAUÍ;October 2011;9,0;16,5
PIAUÍ;November 2011;8,0;16,8
PIAUÍ;December 2011;7,0;16,9
PIAUÍ;January 2012;7,0;17,0
PIAUÍ;February 2012;9,0;16,6
PIAUÍ;March 2012;7,0;17,0
PIAUÍ;April 2012;7,0;16,8
PIAUÍ;May 2012;5,0;17,5
PIAUÍ;June 2012;6,0;17,2
PIAUÍ;July 2012;8,0;16,8
PIAUÍ;August 2012;8,0;16,6
PIAUÍ;September 2012;9,0;16,6
PIAUÍ;October 2012;5,0;17,5
PIAUÍ;November 2012;7,0;16,9
PIAUÍ;December 2012;5,0;17,3
PIAUÍ;January 2013;7,0;17,1
PIAUÍ;February 2013;10,0;16,3
PIAUÍ;March 2013;7,0;16,9
PIAUÍ;April 2013;10,0;16,4
PIAUÍ;May 2013;5,0;17,4
PIAUÍ;June 2013;5,0;17,6
PIAUÍ;July 2013;7,0;17,1
PIAUÍ;August 2013;7,0;17,1
PIAUÍ;September 2013;7,0;17,1
PIAUÍ;October 2013;8,0;16,9
PIAUÍ;November 2013;9,0;16,6
PIAUÍ;December 2013;6,0;17,1
PIAUÍ;January 2014;9,0;16,7
PIAUÍ;February 2014;7,0;17,1
PIAUÍ;March 2014;5,0;17,5
PIAUÍ;April 2014;8,0;16,6
PIAUÍ;May 2014;9,0;16,6
PIAUÍ;June 2014;6,0;17,2
PIAUÍ;July 2014;10,0;16,5
PIAUÍ;August 2014;7,0;16,9
PIAUÍ;September 2014;9,0;16,7
PIAUÍ;October 2014;8,0;16,7
PIAUÍ;November 2014;10,0;16,5
PIAUÍ;December 2014;7,0;17,0
PIAUÍ;January 2015;9,0;16,7
PIAUÍ;February 2015;7,0;16,9
PIAUÍ;March 2015;6,0;17,4
PIAUÍ;April 2015;6,0;17,2
PIAUÍ;May 2015;6,0;17,2
PIAUÍ;June 2015;7,0;16,9
PIAUÍ;July 2015;9,0;16,8
PIAUÍ;August 2015;10,0;16,3
PIAUÍ;September 2015;5,0;17,5
PIAUÍ;October 2015;6,0;17,3
PIAUÍ;November 2015;6,0;17,0
PIAUÍ;December 2015;5,0;17,4
PIAUÍ;January 2016;8,0;16,8
PIAUÍ;February 2016;8,0;16,7
PIAUÍ;March 2016;6,0;17,2
PIAUÍ;April 2016;8,0;16,9
PIAUÍ;May 2016;10,0;16,6
PIAUÍ;June 2016;9,0;16,4
PIAUÍ;July 2016;10,0;16,5
PIAUÍ;August 2016;10,0;16,5
PIAUÍ;September 2016;8,0;16,7
PIAUÍ;October 2016;10,0;16,3
PIAUÍ;November 2016;7,0;17,0
PIAUÍ;December 2016;5,0;17,6
PIAUÍ;January 2017;9,0;16,7
PIAUÍ;February 2017;7,0;17,0
PIAUÍ;March 2017;6,0;17,3
PIAUÍ;April 2017;5,0;17,3
PIAUÍ;May 2017;5,0;17,6
PIAUÍ;June 2017;10,0;16,3
PIAUÍ;July 2017;10,0;16,4
PIAUÍ;August 2017;8,0;16,6
PIAUÍ;September 2017;8,0;16,9
PIAUÍ;October 2017;5,0;17,4
PIAUÍ;November 2017;5,0;17,5
PIAUÍ;December 2017;9,0;16,5
PIAUÍ;January 2018;5,0;17,6
PIAUÍ;February 2018;6,0;17,2
PIAUÍ;March 2018;10,0;16,4
PIAUÍ;April 2018;9,0;16,7
PIAUÍ;May 2018;6,0;17,1
PIAUÍ;June 2018;10,0;16,3
PIAUÍ;July 2018;5,0;17,3
PIAUÍ;August 2018;5,0;17,3
PIAUÍ;September 2018;7,0;17,0
PIAUÍ;October 2018;5,0;17,6
PIAUÍ;November 2018;8,0;16,9
PIAUÍ;December 2018;7,0;16,8
PIAUÍ;January 2019;9,0;16,8
PIAUÍ;February 2019;7,0;17,1
PIAUÍ;March 2019;7,0;17,1
PIAUÍ;April 2019;5,0;17,3
PIAUÍ;May 2019;7,0;16,8
PIAUÍ;June 2019;10,0;16,5
PIAUÍ;July 2019;7,0;17,0
PIAUÍ;August 2019;5,0;17,6
PIAUÍ;September 2019;7,0;17,1
PIAUÍ;October 2019;10,0;16,4
PIAUÍ;November 2019;8,0;16,6
RIO GRANDE NOR;December 2009;6,0;17,0
RIO GRANDE NOR;January 2010;8,0;16,7
RIO GRANDE NOR;February 2010;10,0;16,4
RIO GRANDE NOR;March 2010;6,0;17,3
RIO GRANDE NOR;April 2010;6,0;17,2
RIO GRANDE NOR;May 2010;8,0;16,9
RIO GRANDE NOR;June 2010;9,0;16,4
RIO GRANDE NOR;July 2010;10,0;16,3
RIO GRANDE NOR;August 2010;6,0;17,3
RIO GRANDE NOR;September 2010;8,0;16,9
RIO GRANDE NOR;October 2010;10,0;16,3
RIO GRANDE NOR;November 2010;5,0;17,6
RIO GRANDE NOR;December 2010;6,0;17,4
RIO GRANDE NOR;January 2011;6,0;17,2
RIO GRANDE NOR;February 2011;8,0;16,6
RIO GRANDE NOR;March 2011;7,0;16,8
RIO GRANDE NOR;April 2011;9,0;16,6
RIO GRANDE NOR;May 2011;7,0;17,0
RIO GRANDE NOR;June 2011;10,0;16,3
RIO GRANDE NOR;July 2011;6,0;17,3
RIO GRANDE NOR;August 2011;9,0;16,4
RIO GRANDE NOR;September 2011;10,0;16,3
RIO GRANDE NOR;October 2011;7,0;16,9
RIO GRANDE NOR;November 2011;6,0;17,2
RIO GRANDE NOR;December 2011;8,0;16,9
RIO GRANDE NOR;January 2012;8,0;16,8
RIO GRANDE NOR;February 2012;7,0;17,0
RIO GRANDE NOR;March 2012;8,0;16,7
RIO GRANDE NOR;April 2012;5,0;17,6
RIO GRANDE NOR;May 2012;8,0;16,6
RIO GRANDE NOR;June 2012;8,0;16,7
RIO GRANDE NOR;July 2012;5,0;17,6
RIO GRANDE NOR;August 2012;8,0;16,7
RIO GRANDE NOR;September 2012;9,0;16,7
RIO GRANDE NOR;October 2012;9,0;16,4
RIO GRANDE NOR;November 2012;8,0;16,7
RIO GRANDE NOR;December 2012;7,0;17,1
RIO GRANDE NOR;January 2013;6,0;17,2
RIO GRANDE NOR;February 2013;8,0;16,7
RIO GRANDE NOR;March 2013;9,0;16,7
RIO GRANDE NOR;April 2013;10,0;16,4
RIO GRANDE NOR;May 2013;7,0;17,1
RIO GRANDE NOR;June 2013;8,0;16,7
RIO GRANDE NOR;July 2013;10,0;16,4
RIO GRANDE NOR;August 2013;6,0;17,3
RIO GRANDE NOR;September 2013;8,0;16,7
RIO GRANDE NOR;October 2013;5,0;17,6
RIO GRANDE NOR;November 2013;10,0;16,6
RIO GRANDE NOR;December 2013;8,0;16,7
RIO GRANDE NOR;January 2014;7,0;16,9
RIO GRANDE NOR;February 2014;8,0;16,8
RIO GRANDE NOR;March 2014;8,0;16,6
RIO GRANDE NOR;April 2014;8,0;16,9
RIO GRANDE NOR;May 2014;6,0;17,2
RIO GRANDE NOR;June 2014;8,0;16,7
RIO GRANDE NOR;July 2014;9,0;16,6
RIO GRANDE NOR;August 2014;5,0;17,6
RIO GRANDE NOR;September 2014;8,0;16,8
RIO GRANDE NOR;October 2014;10,0;16,6
RIO GRANDE NOR;November 2014;7,0;16,9
RIO GRANDE NOR;December 2014;7,0;17,0
RIO GRANDE NOR;January 2015;5,0;17,6
RIO GRANDE NOR;February 2015;7,0;17,1
RIO GRANDE NOR;March 2015;5,0;17,6
RIO GRANDE NOR;April 2015;5,0;17,4
RIO GRANDE NOR;May 2015;5,0;17,4
RIO GRANDE NOR;June 2015;9,0;16,5
RIO GRANDE NOR;July 2015;8,0;16,9
RIO GRANDE NOR;August 2015;5,0;17,6
RIO GRANDE NOR;September 2015;10,0;16,4
RIO GRANDE NOR;October 2015;5,0;17,6
RIO GRANDE NOR;November 2015;6,0;17,3
RIO GRANDE NOR;December 2015;6,0;17,1
RIO GRANDE NOR;January 2016;8,0;16,7
RIO GRANDE NOR;February 2016;10,0;16,3
RIO GRANDE NOR;March 2016;10,0;16,3
RIO GRANDE NOR;April 2016;8,0;16,6
RIO GRANDE NOR;May 2016;8,0;16,9
RIO GRANDE NOR;June 2016;9,0;16,5
RIO GRANDE NOR;July 2016;10,0;16,5
RIO GRANDE NOR;August 2016;7,0;16,8
RIO GRANDE NOR;September 2016;7,0;17,1
RIO GRANDE NOR;October 2016;10,0;16,3
RIO GRANDE NOR;November 2016;10,0;16,6
RIO GRANDE NOR;December 2016;5,0;17,5
RIO GRANDE NOR;January 2017;9,0;16,7
RIO GRANDE NOR;February 2017;5,0;17,6
RIO GRANDE NOR;March 2017;8,0;16,9
RIO GRANDE NOR;April 2017;6,0;17,3
RIO GRANDE NOR;May 2017;8,0;16,8
RIO GRANDE NOR;June 2017;8,0;16,7
RIO GRANDE NOR;July 2017;7,0;16,9
RIO GRANDE NOR;August 2017;7,0;17,1
RIO GRANDE NOR;September 2017;6,0;17,2
RIO GRANDE NOR;October 2017;10,0;16,3
RIO GRANDE NOR;November 2017;6,0;17,2
RIO GRANDE NOR;December 2017;7,0;16,8
RIO GRANDE NOR;January 2018;7,0;16,9
RIO GRANDE NOR;February 2018;7,0;17,0
RIO GRANDE NOR;March 2018;6,0;17,2
RIO GRANDE NOR;April 2018;7,0;17,1
RIO GRANDE NOR;May 2018;7,0;17,1
RIO GRANDE NOR;June 2018;8,0;16,7
RIO GRANDE NOR;July 2018;7,0;17,0
RIO GRANDE NOR;August 2018;6,0;17,1
RIO GRANDE NOR;September 2018;9,0;16,6
RIO GRANDE NOR;October 2018;6,0;17,0
RIO GRANDE NOR;November 2018;5,0;17,4
RIO GRANDE NOR;December 2018;7,0;17,1
RIO GRANDE NOR;January 2019;7,0;16,8
RIO GRANDE NOR;February 2019;8,0;16,9
RIO GRANDE NOR;March 2019;8,0;16,9
RIO GRANDE NOR;April 2019;8,0;16,6
RIO GRANDE NOR;May 2019;5,0;17,4
RIO GRANDE NOR;June 2019;6,0;17,3
RIO GRANDE NOR;July 2019;9,0;16,6
RIO GRANDE NOR;August 2019;9,0;16,5
RIO GRANDE NOR;September 2019;6,0;17,3
RIO GRANDE NOR;October 2019;7,0;17,0
RIO GRANDE NOR;November 2019;10,0;16,5
RIO GRANDE SUL ;December 2009;10,0;16,5
RIO GRANDE SUL ;January 2010;9,0;16,6
RIO GRANDE SUL ;February 2010;6,0;17,2
RIO GRANDE SUL ;March 2010;7,0;17,0
RIO GRANDE SUL ;April 2010;10,0;16,3
RIO GRANDE SUL ;May 2010;6,0;17,4
RIO GRANDE SUL ;June 2010;7,0;16,9
RIO GRANDE SUL ;July 2010;6,0;17,3
RIO GRANDE SUL ;August 2010;6,0;17,1
RIO GRANDE SUL ;September 2010;10,0;16,4
RIO GRANDE SUL ;October 2010;6,0;17,1
RIO GRANDE SUL ;November 2010;6,0;17,0
RIO GRANDE SUL ;December 2010;6,0;17,3
RIO GRANDE SUL ;January 2011;8,0;16,8
RIO GRANDE SUL ;February 2011;5,0;17,4
RIO GRANDE SUL ;March 2011;8,0;16,7
RIO GRANDE SUL ;April 2011;9,0;16,5
RIO GRANDE SUL ;May 2011;6,0;17,1
RIO GRANDE SUL ;June 2011;9,0;16,6
RIO GRANDE SUL ;July 2011;7,0;17,0
RIO GRANDE SUL ;August 2011;10,0;16,3
RIO GRANDE SUL ;September 2011;5,0;17,6
RIO GRANDE SUL ;October 2011;5,0;17,4
RIO GRANDE SUL ;November 2011;8,0;16,6
RIO GRANDE SUL ;December 2011;5,0;17,5
RIO GRANDE SUL ;January 2012;9,0;16,7
RIO GRANDE SUL ;February 2012;7,0;17,1
RIO GRANDE SUL ;March 2012;6,0;17,3
RIO GRANDE SUL ;April 2012;5,0;17,4
RIO GRANDE SUL ;May 2012;8,0;16,6
RIO GRANDE SUL ;June 2012;10,0;16,3
RIO GRANDE SUL ;July 2012;10,0;16,3
RIO GRANDE SUL ;August 2012;7,0;17,0
RIO GRANDE SUL ;September 2012;6,0;17,0
RIO GRANDE SUL ;October 2012;10,0;16,5
RIO GRANDE SUL ;November 2012;7,0;17,1
RIO GRANDE SUL ;December 2012;7,0;16,9
RIO GRANDE SUL ;January 2013;6,0;17,1
RIO GRANDE SUL ;February 2013;6,0;17,2
RIO GRANDE SUL ;March 2013;5,0;17,6
RIO GRANDE SUL ;April 2013;8,0;16,7
RIO GRANDE SUL ;May 2013;8,0;16,6
RIO GRANDE SUL ;June 2013;5,0;17,3
RIO GRANDE SUL ;July 2013;5,0;17,3
RIO GRANDE SUL ;August 2013;5,0;17,6
RIO GRANDE SUL ;September 2013;9,0;16,6
RIO GRANDE SUL ;October 2013;8,0;16,7
RIO GRANDE SUL ;November 2013;6,0;17,1
RIO GRANDE SUL ;December 2013;6,0;17,3
RIO GRANDE SUL ;January 2014;6,0;17,1
RIO GRANDE SUL ;February 2014;8,0;16,9
RIO GRANDE SUL ;March 2014;6,0;17,1
RIO GRANDE SUL ;April 2014;9,0;16,6
RIO GRANDE SUL ;May 2014;10,0;16,6
RIO GRANDE SUL ;June 2014;6,0;17,3
RIO GRANDE SUL ;July 2014;7,0;17,1
RIO GRANDE SUL ;August 2014;9,0;16,7
RIO GRANDE SUL ;September 2014;10,0;16,4
RIO GRANDE SUL ;October 2014;9,0;16,5
RIO GRANDE SUL ;November 2014;10,0;16,4
RIO GRANDE SUL ;December 2014;6,0;17,3
RIO GRANDE SUL ;January 2015;7,0;17,0
RIO GRANDE SUL ;February 2015;10,0;16,6
RIO GRANDE SUL ;March 2015;7,0;16,8
RIO GRANDE SUL ;April 2015;5,0;17,6
RIO GRANDE SUL ;May 2015;8,0;16,8
RIO GRANDE SUL ;June 2015;9,0;16,8
RIO GRANDE SUL ;July 2015;9,0;16,5
RIO GRANDE SUL ;August 2015;6,0;17,2
RIO GRANDE SUL ;September 2015;7,0;16,9
RIO GRANDE SUL ;October 2015;8,0;16,8
RIO GRANDE SUL ;November 2015;8,0;16,7
RIO GRANDE SUL ;December 2015;6,0;17,2
RIO GRANDE SUL ;January 2016;5,0;17,5
RIO GRANDE SUL ;February 2016;5,0;17,4
RIO GRANDE SUL ;March 2016;5,0;17,3
RIO GRANDE SUL ;April 2016;5,0;17,6
RIO GRANDE SUL ;May 2016;7,0;17,1
RIO GRANDE SUL ;June 2016;8,0;16,7
RIO GRANDE SUL ;July 2016;5,0;17,6
RIO GRANDE SUL ;August 2016;6,0;17,3
RIO GRANDE SUL ;September 2016;6,0;17,1
RIO GRANDE SUL ;October 2016;7,0;17,0
RIO GRANDE SUL ;November 2016;5,0;17,5
RIO GRANDE SUL ;December 2016;6,0;17,3
RIO GRANDE SUL ;January 2017;8,0;16,8
RIO GRANDE SUL ;February 2017;10,0;16,5
RIO GRANDE SUL ;March 2017;9,0;16,7
RIO GRANDE SUL ;April 2017;9,0;16,4
RIO GRANDE SUL ;May 2017;9,0;16,5
RIO GRANDE SUL ;June 2017;6,0;17,3
RIO GRANDE SUL ;July 2017;9,0;16,4
RIO GRANDE SUL ;August 2017;9,0;16,6
RIO GRANDE SUL ;September 2017;10,0;16,4
RIO GRANDE SUL ;October 2017;6,0;17,1
RIO GRANDE SUL ;November 2017;8,0;16,8
RIO GRANDE SUL ;December 2017;7,0;17,0
RIO GRANDE SUL ;January 2018;10,0;16,5
RIO GRANDE SUL ;February 2018;5,0;17,5
RIO GRANDE SUL ;March 2018;5,0;17,6
RIO GRANDE SUL ;April 2018;10,0;16,5
RIO GRANDE SUL ;May 2018;10,0;16,5
RIO GRANDE SUL ;June 2018;6,0;17,2
RIO GRANDE SUL ;July 2018;6,0;17,2
RIO GRANDE SUL ;August 2018;9,0;16,5
RIO GRANDE SUL ;September 2018;10,0;16,6
RIO GRANDE SUL ;October 2018;9,0;16,5
RIO GRANDE SUL ;November 2018;9,0;16,5
RIO GRANDE SUL ;December 2018;9,0;16,6
RIO GRANDE SUL ;January 2019;9,0;16,4
RIO GRANDE SUL ;February 2019;7,0;16,9
RIO GRANDE SUL ;March 2019;8,0;16,6
RIO GRANDE SUL ;April 2019;10,0;16,3
RIO GRANDE SUL ;May 2019;8,0;16,9
RIO GRANDE SUL ;June 2019;9,0;16,6
RIO GRANDE SUL ;July 2019;8,0;16,9
RIO GRANDE SUL ;August 2019;10,0;16,5
RIO GRANDE SUL ;September 2019;6,0;17,0
RIO GRANDE SUL ;October 2019;10,0;16,6
RIO GRANDE SUL ;November 2019;6,0;17,3
RONDÔNIA;December 2009;6,0;17,3
RONDÔNIA;January 2010;7,0;16,9
RONDÔNIA;February 2010;8,0;16,9
RONDÔNIA;March 2010;8,0;16,7
RONDÔNIA;April 2010;6,0;17,3
RONDÔNIA;May 2010;9,0;16,5
RONDÔNIA;June 2010;10,0;16,6
RONDÔNIA;July 2010;8,0;16,6
RONDÔNIA;August 2010;8,0;16,9
RONDÔNIA;September 2010;5,0;17,6
RONDÔNIA;October 2010;6,0;17,2
RONDÔNIA;November 2010;6,0;17,3
RONDÔNIA;December 2010;9,0;16,8
RONDÔNIA;January 2011;5,0;17,3
RONDÔNIA;February 2011;8,0;16,6
RONDÔNIA;March 2011;5,0;17,6
RONDÔNIA;April 2011;6,0;17,2
RONDÔNIA;May 2011;8,0;16,6
RONDÔNIA;June 2011;6,0;17,3
RONDÔNIA;July 2011;8,0;16,9
RONDÔNIA;August 2011;5,0;17,5
RONDÔNIA;September 2011;10,0;16,6
RONDÔNIA;October 2011;6,0;17,0
RONDÔNIA;November 2011;10,0;16,6
RONDÔNIA;December 2011;10,0;16,5
RONDÔNIA;January 2012;10,0;16,6
RONDÔNIA;February 2012;9,0;16,6
RONDÔNIA;March 2012;10,0;16,6
RONDÔNIA;April 2012;8,0;16,9
RONDÔNIA;May 2012;9,0;16,8
RONDÔNIA;June 2012;6,0;17,2
RONDÔNIA;July 2012;10,0;16,4
RONDÔNIA;August 2012;9,0;16,7
RONDÔNIA;September 2012;6,0;17,2
RONDÔNIA;October 2012;10,0;16,6
RONDÔNIA;November 2012;5,0;17,3
RONDÔNIA;December 2012;9,0;16,4
RONDÔNIA;January 2013;5,0;17,4
RONDÔNIA;February 2013;9,0;16,6
RONDÔNIA;March 2013;6,0;17,3
RONDÔNIA;April 2013;6,0;17,1
RONDÔNIA;May 2013;7,0;16,8
RONDÔNIA;June 2013;9,0;16,4
RONDÔNIA;July 2013;5,0;17,3
RONDÔNIA;August 2013;6,0;17,3
RONDÔNIA;September 2013;6,0;17,0
RONDÔNIA;October 2013;7,0;16,9
RONDÔNIA;November 2013;5,0;17,3
RONDÔNIA;December 2013;7,0;16,9
RONDÔNIA;January 2014;10,0;16,5
RONDÔNIA;February 2014;9,0;16,5
RONDÔNIA;March 2014;9,0;16,7
RONDÔNIA;April 2014;6,0;17,1
RONDÔNIA;June 2014;6,0;17,2
RONDÔNIA;July 2014;5,0;17,3
RONDÔNIA;August 2014;6,0;17,3
RONDÔNIA;September 2014;5,0;17,6
RONDÔNIA;November 2014;5,0;17,6
RONDÔNIA;January 2015;5,0;17,3
RONDÔNIA;February 2015;5,0;17,6
RONDÔNIA;March 2015;6,0;17,2
RONDÔNIA;April 2015;6,0;17,4
RONDÔNIA;May 2015;10,0;16,3
RONDÔNIA;June 2015;10,0;16,5
RONDÔNIA;July 2015;5,0;17,6
RONDÔNIA;August 2015;8,0;16,7
RONDÔNIA;September 2015;9,0;16,6
RONDÔNIA;October 2015;7,0;16,9
RONDÔNIA;November 2015;10,0;16,3
RONDÔNIA;December 2015;5,0;17,6
RONDÔNIA;January 2016;5,0;17,5
RONDÔNIA;February 2016;5,0;17,4
RONDÔNIA;April 2016;5,0;17,3
RONDÔNIA;May 2016;10,0;16,4
RONDÔNIA;June 2016;10,0;16,4
RONDÔNIA;July 2016;5,0;17,4
RONDÔNIA;August 2016;5,0;17,5
RONDÔNIA;September 2016;9,0;16,7
RONDÔNIA;October 2016;10,0;16,3
RONDÔNIA;November 2016;7,0;16,9
RONDÔNIA;December 2016;8,0;16,8
RONDÔNIA;January 2017;7,0;16,9
RONDÔNIA;February 2017;9,0;16,7
RONDÔNIA;March 2017;10,0;16,4
RONDÔNIA;April 2017;7,0;17,1
RONDÔNIA;May 2017;5,0;17,6
RONDÔNIA;June 2017;6,0;17,1
RONDÔNIA;July 2017;5,0;17,4
RONDÔNIA;August 2017;9,0;16,7
RONDÔNIA;September 2017;9,0;16,4
RONDÔNIA;October 2017;6,0;17,0
RONDÔNIA;November 2017;5,0;17,4
RONDÔNIA;December 2017;6,0;17,1
RONDÔNIA;January 2018;6,0;17,2
RONDÔNIA;February 2018;6,0;17,2
RONDÔNIA;March 2018;6,0;17,0
RONDÔNIA;April 2018;9,0;16,5
RONDÔNIA;May 2018;9,0;16,5
RONDÔNIA;June 2018;8,0;16,6
RONDÔNIA;July 2018;9,0;16,6
RONDÔNIA;August 2018;6,0;17,3
RONDÔNIA;September 2018;9,0;16,4
RONDÔNIA;October 2018;9,0;16,4
RONDÔNIA;November 2018;8,0;16,8
RONDÔNIA;December 2018;10,0;16,3
RONDÔNIA;January 2019;7,0;16,9
RONDÔNIA;February 2019;10,0;16,5
RONDÔNIA;March 2019;10,0;16,4
RONDÔNIA;April 2019;8,0;16,7
RONDÔNIA;May 2019;7,0;16,9
RONDÔNIA;June 2019;7,0;17,0
RONDÔNIA;July 2019;7,0;16,9
RONDÔNIA;August 2019;8,0;16,9
RONDÔNIA;September 2019;8,0;16,6
RONDÔNIA;October 2019;8,0;16,8
RONDÔNIA;November 2019;8,0;16,6
RORAIMA;December 2009;8,0;16,9
RORAIMA;January 2010;6,0;17,4
RORAIMA;April 2010;5,0;17,6
RORAIMA;May 2010;10,0;16,3
RORAIMA;June 2010;10,0;16,3
RORAIMA;July 2010;10,0;16,3
RORAIMA;August 2010;10,0;16,4
RORAIMA;September 2010;8,0;16,8
RORAIMA;December 2010;6,0;17,3
RORAIMA;January 2011;5,0;17,3
RORAIMA;February 2011;6,0;17,2
RORAIMA;March 2011;7,0;16,8
RORAIMA;April 2011;8,0;16,9
RORAIMA;June 2011;5,0;17,4
RORAIMA;July 2011;5,0;17,3
RORAIMA;August 2011;8,0;16,7
RORAIMA;October 2011;10,0;16,4
RORAIMA;December 2011;7,0;16,9
